id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
5687,1412,Mastercard,Debit,5395339623143980.00,9/20/2026,501,YES,2,"$17,401 ",11/13/2026,2013
3067,1412,Mastercard,Credit,5135678062479800.00,7/21/2026,505,YES,1,"$12,800 ",5/10/2026,2016
3942,1412,Mastercard,Debit (Prepaid),5670005225763170.00,7/15/2026,698,YES,1,$42 ,7/10/2026,2011
3436,1412,Mastercard,Debit,5818161374881410.00,6/14/2026,212,NO,2,"$10,404 ",6/9/2026,2010
3715,177,Mastercard,Debit,5517723360584000.00,7/13/2026,347,YES,1,"$39,422 ",7/4/2026,2009
2681,177,Mastercard,Credit,5237138657431090.00,9/23/2026,589,YES,1,"$11,900 ",4/11/2026,2011
1152,177,Mastercard,Debit,5974924187009490.00,6/22/2026,102,YES,2,"$4,880 ",2/8/2026,2010
3653,177,Mastercard,Debit,5764898909630970.00,4/20/2026,255,YES,2,"$25,392 ",7/1/1998,2014
694,390,Mastercard,Credit,5591895053896000.00,2/20/2026,836,YES,1,"$18,500 ",1/20/2026,2020
695,390,Mastercard,Debit (Prepaid),5076996431094040.00,1/22/2026,241,YES,1,$57 ,1/20/2026,2020
3539,1577,Visa,Credit,4816860056537330.00,11/22/2026,197,YES,1,"$10,100 ",6/11/2026,2014
3437,1577,Mastercard,Debit,5764651900129900.00,3/24/2026,596,YES,1,"$2,037 ",6/9/2026,2013
3504,1577,Visa,Debit,4991364969575720.00,1/21/2026,244,YES,2,"$21,999 ",6/10/2026,2015
2394,1577,Mastercard,Debit,5557499918915420.00,1/21/2026,576,YES,2,"$15,793 ",4/1/1994,2012
4090,1609,Mastercard,Debit,5675256776194420.00,1/21/2026,833,NO,1,"$28,844 ",8/1/1998,2011
4681,1609,Mastercard,Debit,5595385125014560.00,8/23/2026,519,YES,1,"$34,023 ",9/8/2026,2008
5992,1609,Amex,Credit,335445013271477.00,9/22/2026,999,YES,1,"$19,400 ",12/10/2026,2013
3510,1609,Amex,Credit,339792898644120.00,6/23/2026,936,YES,1,"$16,100 ",6/11/2026,2011
2353,1762,Visa,Credit,4300321753140480.00,8/22/2026,628,YES,2,"$18,400 ",3/15/2026,2015
3410,917,Visa,Debit,4191974309505450.00,1/18/2026,802,YES,2,"$17,314 ",6/8/2026,2014
2887,917,Mastercard,Debit,5404392353169210.00,10/20/2026,819,YES,1,"$20,999 ",5/5/2026,2007
5068,917,Visa,Debit,4475946693710000.00,11/6/2026,530,YES,2,"$7,199 ",10/6/2026,2013
2652,1717,Mastercard,Debit,5089930923373790.00,8/20/2026,17,YES,1,"$23,956 ",4/10/2026,2010
6122,1717,Mastercard,Debit,5773396250865730.00,2/19/2026,800,YES,2,"$17,695 ",12/16/2026,2016
1383,1717,Visa,Debit,4246551286869280.00,8/22/2026,593,YES,2,"$22,765 ",2/18/2026,2018
363,1717,Visa,Debit,4515082319612540.00,2/20/2026,194,YES,1,"$15,934 ",1/17/2026,2017
3029,1355,Visa,Debit,4107644655969760.00,10/17/2026,870,YES,1,"$9,295 ",5/9/2026,2009
3068,1355,Mastercard,Debit,5164840016148960.00,8/23/2026,26,YES,2,"$7,112 ",5/10/2026,2014
166,1668,Mastercard,Debit,5550568534248000.00,7/24/2026,941,YES,2,"$23,712 ",1/8/2026,2009
4185,1668,Mastercard,Debit,5549004168547030.00,2/21/2026,29,YES,1,"$33,471 ",8/6/2026,2011
4893,1668,Visa,Debit,4982899751098460.00,2/20/2026,864,YES,1,"$23,240 ",9/15/2026,2015
4440,1668,Visa,Debit,4249726842929930.00,7/22/2026,917,YES,1,"$18,828 ",8/14/2026,2014
4803,1668,Visa,Credit,4161722287532690.00,10/10/2026,265,YES,1,"$14,000 ",9/10/2026,2016
1153,1668,Mastercard,Debit (Prepaid),5921304090510630.00,7/22/2026,404,YES,2,$20 ,2/8/2026,2017
5260,1293,Mastercard,Debit,5037463911586200.00,5/21/2026,117,YES,1,"$16,339 ",10/12/2026,2012
696,1293,Mastercard,Debit,5078145607261490.00,7/21/2026,614,YES,2,"$23,902 ",1/20/2026,2020
925,1597,Visa,Debit,4777168194473440.00,12/24/2026,558,YES,2,"$38,025 ",1/20/2026,2020
926,1597,Visa,Credit,4696113920786150.00,7/20/2026,495,YES,2,"$22,900 ",1/20/2026,2020
697,1597,Mastercard,Debit,5452689036471930.00,7/24/2026,803,YES,1,"$24,682 ",1/20/2026,2020
927,202,Visa,Credit,4269419419379300.00,2/24/2026,906,YES,2,"$6,200 ",1/20/2026,2020
1973,493,Visa,Debit,4097047880363970.00,10/24/2026,652,YES,2,"$9,241 ",2/20/2026,2020
1261,361,Visa,Credit,4972676446491090.00,6/22/2026,555,NO,2,"$11,500 ",2/10/2026,2010
5839,361,Mastercard,Debit,5710919174207430.00,9/21/2026,13,NO,1,"$14,958 ",12/5/2026,2009
4703,361,Visa,Debit (Prepaid),4394875861818280.00,3/21/2026,15,YES,2,$20 ,9/8/2026,2008
5055,361,Mastercard,Debit,5615301359229490.00,6/8/2026,29,NO,1,"$4,581 ",10/6/2026,2009
260,1659,Visa,Debit,4419460752105610.00,2/23/2026,113,YES,1,"$18,116 ",1/10/2026,2010
3438,1659,Mastercard,Debit,5642115649403350.00,3/20/2026,731,YES,1,"$23,082 ",6/9/2026,2009
185,1659,Visa,Credit,4199299822093540.00,9/15/2026,515,YES,2,"$19,100 ",1/8/2026,2008
5056,1659,Mastercard,Debit,5479463619359580.00,8/23/2026,700,YES,2,"$23,740 ",10/6/2026,2014
959,1659,Mastercard,Debit,5499930396917660.00,11/21/2026,570,YES,1,"$22,242 ",2/1/1996,2012
3540,1659,Visa,Credit,4445565501557710.00,9/20/2026,474,YES,2,"$12,700 ",6/11/2026,2011
1974,289,Visa,Credit,4570269578447080.00,2/24/2026,74,YES,2,"$5,000 ",2/20/2026,2020
698,289,Mastercard,Debit,5118294961901330.00,1/20/2026,713,YES,1,"$7,640 ",1/20/2026,2020
148,737,Visa,Debit,4400094918183270.00,6/20/2026,700,NO,1,"$6,789 ",1/7/2026,2009
6144,737,Mastercard,Credit,5413710543564900.00,10/24/2026,454,YES,1,"$6,600 ",12/19/2026,2019
5013,1733,Mastercard,Debit,5918070737334540.00,9/23/2026,879,YES,2,$898 ,10/4/2026,2007
6016,278,Mastercard,Debit,5601819028761090.00,5/23/2026,832,NO,1,"$137,669 ",12/10/2026,2010
2518,278,Visa,Credit,4309358602980980.00,8/23/2026,207,YES,1,"$58,100 ",4/6/2026,2011
3919,278,Visa,Credit,4744339709686050.00,6/20/2026,810,YES,2,"$49,300 ",7/9/2026,2010
6123,278,Mastercard,Debit,5945500533879840.00,1/23/2026,428,YES,1,"$92,828 ",12/16/2026,2016
5619,278,Mastercard,Credit,5079922576804280.00,10/22/2026,242,YES,2,"$55,300 ",11/10/2026,2010
699,618,Mastercard,Debit (Prepaid),5390553032149250.00,2/24/2026,292,NO,2,$71 ,1/20/2026,2020
2282,618,Mastercard,Debit,5120169290018670.00,2/22/2026,784,YES,1,"$11,591 ",3/11/2026,2011
4372,618,Mastercard,Debit,5538394493237760.00,7/19/2026,115,YES,1,"$8,633 ",8/11/2026,2011
3411,618,Visa,Debit,4377250779161290.00,2/24/2026,393,YES,1,"$12,496 ",6/8/2026,2010
2937,753,Mastercard,Debit (Prepaid),5333013779987100.00,1/9/2026,836,YES,2,$4 ,5/7/2026,2009
1311,753,Visa,Credit,4033661530367490.00,1/23/2026,95,YES,2,"$8,000 ",2/12/2026,2012
5644,753,Discover,Credit,6268816898046000.00,5/22/2026,829,YES,1,"$8,600 ",11/11/2026,2011
5697,489,Visa,Debit (Prepaid),4550158721667390.00,5/20/2026,764,YES,1,$71 ,11/13/2026,2013
5069,489,Visa,Debit,4691816721269520.00,11/23/2026,564,YES,2,"$11,347 ",10/6/2026,2009
4233,489,Visa,Credit,4392345136564000.00,1/24/2026,539,YES,1,"$8,800 ",8/7/2026,2012
4051,489,Visa,Credit,4174000010311700.00,7/23/2026,922,YES,1,"$14,700 ",7/16/2026,2016
2991,90,Visa,Debit,4086714175586100.00,5/10/2026,977,YES,2,"$9,661 ",5/8/2026,2015
1100,90,Visa,Debit,4224384711964350.00,3/15/2026,585,YES,2,"$26,872 ",2/6/2026,2015
1233,90,Mastercard,Debit (Prepaid),5454320123258470.00,3/20/2026,429,YES,1,$102 ,2/10/2026,2010
4682,1264,Mastercard,Debit,5666750494047670.00,4/23/2026,756,NO,1,"$10,767 ",9/8/2026,2008
1732,1264,Mastercard,Debit,5482357093415070.00,11/24/2026,625,YES,1,"$14,393 ",2/20/2026,2020
1975,18,Visa,Debit (Prepaid),4940092514148140.00,1/24/2026,337,YES,2,$62 ,2/20/2026,2020
118,376,Visa,Credit,4472791439889130.00,10/20/2026,900,YES,2,"$25,300 ",1/6/2026,2009
1262,376,Visa,Debit,4961188850895800.00,8/21/2026,629,NO,1,"$28,884 ",2/10/2026,2015
4704,376,Visa,Debit,4061229587825800.00,8/24/2026,127,YES,1,"$2,696 ",9/8/2026,2013
325,376,Visa,Credit,4846362912981070.00,3/13/2026,650,YES,1,"$9,200 ",1/13/2026,2013
5576,579,Mastercard,Debit,5481399554489210.00,8/19/2026,754,NO,2,"$21,005 ",11/9/2026,2010
2197,218,Mastercard,Debit,5932064740893460.00,1/23/2026,263,NO,1,"$18,689 ",3/8/2026,2009
167,218,Mastercard,Credit,5226320820755910.00,4/20/2026,569,YES,1,"$9,300 ",1/8/2026,2008
2846,218,Mastercard,Debit,5721088827990780.00,7/22/2026,570,YES,2,"$9,789 ",5/3/2026,2013
240,218,Mastercard,Debit,5031033208388940.00,3/24/2026,565,YES,2,"$11,694 ",1/10/2026,2012
4091,218,Visa,Debit,4366735799878150.00,6/23/2026,763,YES,1,"$11,592 ",8/1/1998,2015
6017,218,Mastercard,Credit,5102494493150210.00,12/14/2026,615,YES,1,"$8,100 ",12/10/2026,2010
4465,218,Mastercard,Debit,5212081047458870.00,11/21/2026,836,YES,1,"$11,647 ",8/17/2026,2017
1976,1320,Visa,Debit,4417317940986630.00,4/22/2026,598,NO,1,"$10,693 ",2/20/2026,2020
4859,42,Mastercard,Debit,5585235709223010.00,9/20/2026,555,YES,1,"$10,776 ",9/13/2026,2013
2824,42,Discover,Credit,6638748785809860.00,6/21/2026,943,YES,1,"$6,300 ",5/2/2026,2011
2742,42,Discover,Credit,6128331852366830.00,2/19/2026,56,YES,2,"$5,600 ",4/15/2026,2015
4592,1170,Visa,Credit,4192874179326160.00,7/21/2026,680,YES,1,"$7,900 ",9/5/2026,2009
4353,1170,Visa,Debit,4206608050110880.00,11/21/2026,873,YES,2,"$19,442 ",8/10/2026,2010
2573,1531,Mastercard,Credit,5697281977143650.00,2/24/2026,18,YES,2,"$7,500 ",4/8/2026,2008
928,1275,Visa,Credit,4084600800745900.00,11/21/2026,121,YES,2,"$2,000 ",1/20/2026,2020
1977,1275,Visa,Debit,4749157487981210.00,10/24/2026,568,YES,1,"$10,800 ",2/20/2026,2020
4092,26,Amex,Credit,386220220724226.00,9/17/2026,281,NO,2,"$3,900 ",8/1/1999,2010
4868,1937,Visa,Credit,4478591356446760.00,10/24/2026,207,YES,2,"$5,500 ",9/13/2026,2013
3,1937,Visa,Credit,4289888672554710.00,4/20/2026,736,YES,2,"$16,400 ",1/1/1995,2015
4193,1937,Visa,Debit (Prepaid),4418492072049480.00,5/21/2026,868,YES,2,$53 ,8/6/2026,2012
1186,1937,Mastercard,Debit,5016047912098590.00,11/13/2026,561,NO,1,"$17,883 ",2/9/2026,2017
3327,1937,Mastercard,Debit,5663910895753020.00,8/24/2026,385,YES,2,"$12,212 ",6/6/2026,2006
3030,1177,Visa,Credit,4375233416487690.00,11/23/2026,566,YES,1,"$15,800 ",5/9/2026,2015
4164,1177,Mastercard,Credit,5350464215817710.00,12/24/2026,315,YES,1,"$26,400 ",8/5/2026,2008
4860,1177,Mastercard,Debit,5167461508736950.00,9/21/2026,218,YES,2,"$25,993 ",9/13/2026,2013
4016,1177,Visa,Debit (Prepaid),4031671355735380.00,5/22/2026,372,YES,2,$59 ,7/13/2026,2013
3529,1032,Mastercard,Debit (Prepaid),5759154405195540.00,8/23/2026,644,YES,2,$8 ,6/11/2026,2011
1056,1032,Mastercard,Debit,5147349032162320.00,7/20/2026,325,NO,2,"$1,955 ",2/5/2026,2013
3961,397,Visa,Debit,4398726361408170.00,9/22/2026,592,YES,1,"$7,159 ",7/10/2026,2011
3179,397,Mastercard,Debit,5166788218031490.00,10/21/2026,167,YES,1,"$12,172 ",5/16/2026,2016
2574,397,Mastercard,Debit,5748345653201800.00,1/21/2026,704,YES,2,"$10,889 ",4/8/2026,2010
2543,566,Mastercard,Credit,5124181575265450.00,2/20/2026,308,YES,2,"$10,800 ",4/7/2026,2010
3122,566,Mastercard,Debit (Prepaid),5019509763985500.00,12/13/2026,156,YES,1,$58 ,5/12/2026,2012
3439,566,Mastercard,Credit,5578674156872450.00,2/23/2026,118,YES,1,"$11,000 ",6/9/2026,2009
4547,566,Amex,Credit,304564349597311.00,11/24/2026,170,YES,2,"$12,700 ",9/4/2026,2008
5577,566,Mastercard,Credit,5588638647228880.00,9/12/2026,525,YES,1,"$10,100 ",11/9/2026,2009
3247,1581,Amex,Credit,335921476257243.00,2/22/2026,743,NO,1,"$11,300 ",6/3/2026,2007
2519,1581,Visa,Debit,4564719638698310.00,12/20/2026,446,YES,1,"$26,596 ",4/6/2026,2015
5541,1581,Mastercard,Debit,5862160658521390.00,1/23/2026,117,YES,2,"$1,807 ",11/8/2026,2013
5374,1581,Discover,Credit,6494282265479610.00,7/24/2026,471,YES,1,"$9,700 ",11/2/2026,2005
5840,1581,Mastercard,Credit,5607170404260670.00,3/20/2026,51,YES,1,"$12,300 ",12/5/2026,2010
5666,1332,Visa,Debit,4692209881034930.00,10/24/2026,841,YES,1,"$40,914 ",11/11/2026,2011
2406,1332,Visa,Debit,4733764906350560.00,9/21/2026,982,YES,1,"$21,749 ",4/1/1999,2008
4880,1332,Visa,Debit,4318258273065770.00,10/24/2026,152,YES,1,"$39,491 ",9/14/2026,2014
2166,1648,Visa,Debit,4721815072237150.00,6/21/2026,106,YES,2,"$97,352 ",3/7/2026,2019
2624,1648,Visa,Debit,4559856655520960.00,4/21/2026,475,NO,2,"$5,921 ",4/9/2026,2010
5388,1648,Mastercard,Debit,5283029601327770.00,10/23/2026,972,YES,2,"$54,057 ",11/3/2026,2012
1187,1648,Mastercard,Debit,5489127405017810.00,2/21/2026,287,NO,2,"$64,565 ",2/9/2026,2019
5282,1648,Visa,Credit,4699987716360960.00,6/22/2026,973,YES,1,"$36,700 ",10/13/2026,2013
4787,17,Mastercard,Debit,5112841703970150.00,6/22/2026,367,YES,1,"$7,175 ",9/10/2026,2017
4962,17,Amex,Credit,396239738941168.00,10/24/2026,814,YES,1,"$2,800 ",10/2/2026,2011
2520,349,Visa,Credit,4957171481250700.00,8/23/2026,860,YES,2,"$3,600 ",4/6/2026,2006
4314,349,Visa,Debit,4848387288995350.00,9/20/2026,393,YES,1,"$30,348 ",8/9/2026,2010
4843,1200,Visa,Credit,4993894078039970.00,6/22/2026,784,YES,2,"$6,000 ",9/12/2026,2012
3505,228,Visa,Credit,4213207721993380.00,1/23/2026,746,YES,1,"$1,700 ",6/10/2026,2010
4545,484,Visa,Debit,4597915385582390.00,7/6/2026,864,YES,2,"$10,755 ",9/3/2026,2020
5794,484,Mastercard,Debit,5814688468697560.00,11/23/2026,196,YES,2,"$61,262 ",12/3/2026,2016
3662,484,Amex,Credit,385811228095330.00,1/13/2026,173,YES,1,$0 ,7/1/2026,2009
1733,1099,Mastercard,Credit,5805568930094660.00,6/23/2026,887,YES,2,"$3,500 ",2/20/2026,2020
3196,1480,Mastercard,Credit,5677473176452050.00,1/18/2026,686,YES,2,"$7,100 ",5/17/2026,2017
1188,1449,Mastercard,Debit (Prepaid),5154212510711020.00,9/22/2026,821,YES,2,$51 ,2/9/2026,2013
241,1449,Mastercard,Debit,5134527149271240.00,2/22/2026,755,YES,2,"$11,457 ",1/10/2026,2016
1003,1449,Mastercard,Debit,5925144583646100.00,6/23/2026,273,NO,2,"$1,563 ",2/2/2026,2011
5707,1417,Visa,Debit,4755309590277500.00,7/21/2026,531,YES,2,"$37,325 ",11/14/2026,2014
2975,1417,Mastercard,Credit,5790469227539260.00,10/22/2026,1,NO,1,"$14,200 ",5/8/2026,2016
3397,1417,Mastercard,Debit,5164497134993110.00,9/21/2026,490,YES,1,"$28,815 ",6/8/2026,2015
1234,1417,Mastercard,Debit (Prepaid),5082923874323790.00,2/21/2026,774,YES,2,$85 ,2/10/2026,2010
3920,1417,Visa,Debit,4551485171901900.00,11/18/2026,892,YES,2,"$15,285 ",7/9/2026,2009
280,267,Mastercard,Debit,5625635561969960.00,7/23/2026,310,YES,2,"$10,636 ",1/11/2026,2011
326,267,Visa,Debit,4771456546451310.00,10/15/2026,970,YES,1,"$12,891 ",1/13/2026,2013
4411,267,Mastercard,Debit,5404831533605180.00,10/21/2026,72,YES,1,"$11,885 ",8/13/2026,2013
5389,373,Mastercard,Debit,5435311573918660.00,2/17/2026,45,YES,2,"$2,849 ",11/3/2026,2012
4750,373,Visa,Debit,4623830121488860.00,8/23/2026,233,YES,1,"$3,867 ",9/9/2026,2009
261,373,Visa,Debit,4139199465174930.00,10/21/2026,9,YES,2,"$6,688 ",1/10/2026,2016
2817,373,Mastercard,Debit,5422145957568710.00,12/20/2026,242,YES,2,"$8,021 ",5/1/2026,2018
2283,1772,Mastercard,Debit,5306745473896520.00,5/22/2026,271,YES,1,"$27,201 ",3/11/2026,2011
5918,1772,Visa,Credit,4148318094287270.00,12/20/2026,313,YES,2,"$12,800 ",12/7/2026,2009
56,1772,Mastercard,Debit (Prepaid),5993362497379570.00,3/20/2026,94,YES,2,$96 ,1/4/2026,2011
5657,1772,Mastercard,Debit,5626378456369420.00,5/23/2026,982,NO,2,"$16,426 ",11/11/2026,2011
1978,1418,Visa,Credit,4402488714330100.00,11/21/2026,627,YES,1,"$9,100 ",2/20/2026,2020
4516,1774,Visa,Debit,4296121621030180.00,1/23/2026,314,YES,1,"$14,546 ",9/1/2026,2008
2003,1774,Discover,Credit,6974497425701260.00,12/20/2026,192,YES,1,"$8,400 ",3/1/1997,2013
5578,1774,Mastercard,Debit,5500175661325550.00,10/20/2026,43,YES,2,"$10,815 ",11/9/2026,2020
5939,1774,Mastercard,Credit,5647089735442960.00,3/21/2026,480,NO,1,"$4,000 ",12/8/2026,2012
2407,964,Visa,Debit,4086633692001410.00,5/20/2026,881,YES,1,"$11,254 ",4/1/1999,2018
2593,964,Visa,Debit,4842195195266310.00,9/20/2026,497,YES,2,"$2,271 ",4/8/2026,2008
2811,964,Visa,Debit,4780096957038020.00,12/7/2026,604,YES,2,"$6,311 ",5/1/2000,2013
294,964,Amex,Credit,340045632784763.00,2/20/2026,218,YES,1,"$13,700 ",1/12/2026,2012
4885,72,Mastercard,Credit,5428221818543240.00,9/24/2026,953,YES,1,"$14,300 ",9/15/2026,2015
1734,6,Mastercard,Credit,5070662282651100.00,2/20/2026,516,YES,2,"$14,600 ",2/20/2026,2020
2366,1527,Mastercard,Credit,5801798801399780.00,6/21/2026,527,YES,2,"$7,100 ",3/17/2026,2017
203,1433,Mastercard,Debit,5346665102858330.00,1/24/2026,734,YES,1,"$4,534 ",1/9/2026,2010
4485,1433,Visa,Credit,4889540259167870.00,7/21/2026,890,YES,2,"$4,200 ",8/19/2026,2019
5841,1433,Mastercard,Debit,5895798485445130.00,5/24/2026,48,NO,1,"$27,117 ",12/5/2026,2005
2544,1785,Mastercard,Debit,5356557830959670.00,4/23/2026,125,NO,2,"$14,404 ",4/7/2026,2015
2153,1785,Mastercard,Debit,5456509634452100.00,8/12/2026,557,YES,2,"$6,360 ",3/7/2026,2016
2037,1785,Mastercard,Debit,5176036831889980.00,11/20/2026,119,YES,1,"$4,701 ",3/2/2026,2017
4079,1476,Mastercard,Debit,5086512779429780.00,5/24/2026,613,YES,1,"$13,793 ",7/19/2026,2019
3553,1476,Mastercard,Debit,5568197772676110.00,12/12/2026,676,YES,1,"$27,569 ",6/12/2026,2012
264,1476,Amex,Credit,351118771819506.00,5/21/2026,551,YES,1,"$10,400 ",1/11/2026,2011
3990,455,Visa,Debit,4325994913282350.00,2/21/2026,114,NO,1,"$14,959 ",7/11/2026,2011
4064,455,Visa,Debit,4573359573640500.00,10/22/2026,267,YES,2,"$19,713 ",7/17/2026,2017
348,455,Mastercard,Debit (Prepaid),5146076432064540.00,3/22/2026,662,YES,1,$90 ,1/15/2026,2015
1433,1553,Amex,Credit,321390295697853.00,2/20/2026,287,YES,2,"$15,500 ",2/20/2026,2020
929,1553,Visa,Credit,4037574014013940.00,5/23/2026,634,NO,1,"$19,200 ",1/20/2026,2020
930,532,Visa,Debit,4766814724627530.00,6/20/2026,723,YES,1,"$16,610 ",1/20/2026,2020
3142,532,Visa,Debit,4777234942221860.00,6/23/2026,559,YES,1,"$21,793 ",5/13/2026,2013
931,532,Visa,Debit,4175156104515810.00,7/22/2026,655,NO,1,"$15,261 ",1/20/2026,2020
292,532,Visa,Debit,4092634167714570.00,4/24/2026,721,YES,1,"$25,919 ",1/11/2026,2011
57,1092,Mastercard,Debit,5575214152731770.00,1/16/2026,88,YES,2,"$4,546 ",1/4/2026,2010
1456,1092,Discover,Credit,6731998965120910.00,7/22/2026,82,YES,2,"$9,600 ",2/20/2026,2020
1979,1819,Visa,Debit,4086123102379520.00,4/24/2026,744,YES,1,"$9,238 ",2/20/2026,2020
1735,1819,Mastercard,Debit,5674572566243610.00,10/22/2026,702,YES,2,"$15,474 ",2/20/2026,2020
3834,528,Amex,Credit,308644614282116.00,7/22/2026,930,YES,2,"$9,500 ",7/8/2026,2015
25,528,Visa,Debit,4287552229905450.00,4/3/2026,482,YES,1,"$7,030 ",1/1/2026,2011
5161,528,Mastercard,Debit (Prepaid),5200521526888410.00,5/20/2026,493,YES,2,$25 ,10/9/2026,2010
3150,328,Mastercard,Debit,5900781818896310.00,8/24/2026,694,YES,2,"$15,125 ",5/14/2026,2014
1263,328,Visa,Credit,4737448001688510.00,6/20/2026,626,YES,2,"$13,200 ",2/10/2026,2010
4186,328,Mastercard,Debit (Prepaid),5097151873275370.00,9/6/2026,617,YES,2,$130 ,8/6/2026,2014
364,1282,Visa,Debit,4470396121935960.00,11/23/2026,109,YES,1,"$13,193 ",1/17/2026,2017
4815,1282,Mastercard,Debit,5359387075130550.00,5/20/2026,975,YES,1,"$16,187 ",9/11/2026,2011
4945,783,Mastercard,Debit,5359252107099590.00,10/20/2026,401,YES,2,"$1,627 ",10/1/2000,2013
105,783,Mastercard,Credit,5084097673104520.00,10/7/2026,908,YES,2,"$5,600 ",1/6/2026,2008
5795,783,Mastercard,Credit,5637704480335680.00,9/24/2026,146,YES,1,"$9,600 ",12/3/2026,2016
1434,1325,Amex,Credit,337243144975638.00,7/20/2026,64,YES,1,"$89,900 ",2/20/2026,2020
1435,1325,Amex,Credit,366279021724239.00,7/24/2026,517,YES,2,"$44,100 ",2/20/2026,2020
1980,687,Visa,Debit,4418732012686610.00,2/20/2026,79,YES,2,"$19,446 ",2/20/2026,2020
2266,1693,Visa,Credit,4745663916245950.00,8/23/2026,938,NO,2,"$29,900 ",3/10/2026,2017
5940,1693,Mastercard,Debit,5128104617797210.00,3/17/2026,726,YES,1,"$33,506 ",12/8/2026,2011
932,1542,Visa,Debit,4170170540626880.00,7/23/2026,65,YES,1,"$20,971 ",1/20/2026,2020
2906,1542,Mastercard,Debit (Prepaid),5712463929886780.00,6/20/2026,814,YES,2,$65 ,5/6/2026,2009
4829,36,Visa,Debit,4887792862892210.00,6/19/2026,31,YES,2,"$18,808 ",9/11/2026,2013
1736,36,Mastercard,Debit,5402670262764800.00,7/21/2026,292,NO,2,"$8,723 ",2/20/2026,2020
2611,360,Mastercard,Debit,5641208271147810.00,12/16/2026,668,YES,2,"$28,003 ",4/9/2026,2009
2719,360,Mastercard,Debit,5168276651669090.00,7/22/2026,939,YES,2,"$15,972 ",4/13/2026,2013
4441,360,Visa,Debit,4005308847294610.00,10/18/2026,106,YES,1,"$22,342 ",8/14/2026,2014
3592,360,Mastercard,Debit,5008326450243570.00,4/20/2026,382,NO,1,"$21,058 ",6/15/2026,2015
700,555,Mastercard,Debit (Prepaid),5826140028493870.00,4/21/2026,787,YES,2,$26 ,1/20/2026,2020
1981,136,Visa,Debit,4270247503047580.00,8/23/2026,977,NO,1,"$24,605 ",2/20/2026,2020
701,136,Mastercard,Debit,5941060191494190.00,11/21/2026,888,YES,2,"$23,529 ",1/20/2026,2020
1982,136,Visa,Debit,4451428446253890.00,1/23/2026,354,YES,2,"$20,780 ",2/20/2026,2020
2710,603,Visa,Credit,4958653958330130.00,11/22/2026,821,YES,2,"$3,900 ",4/12/2026,2012
5205,1794,Mastercard,Debit,5320717372996300.00,7/24/2026,264,YES,2,"$4,392 ",10/10/2026,2017
3069,329,Mastercard,Credit,5376701080589920.00,10/20/2026,991,YES,1,"$12,300 ",5/10/2026,2013
1362,329,Amex,Credit,337550322941360.00,4/24/2026,449,YES,2,"$11,100 ",2/16/2026,2016
4082,329,Visa,Debit (Prepaid),4336821790834580.00,11/20/2026,943,YES,2,$93 ,7/19/2026,2019
4788,329,Mastercard,Credit,5028747805927860.00,7/24/2026,278,YES,1,"$9,500 ",9/10/2026,2015
5824,1181,Visa,Credit,4895717164008270.00,11/22/2026,687,YES,1,"$12,000 ",12/4/2026,2011
136,1181,Mastercard,Debit,5627821887128370.00,7/20/2026,309,YES,2,"$11,999 ",1/7/2026,2015
3642,1181,Mastercard,Credit,5772874140116140.00,1/21/2026,811,YES,2,$0 ,6/19/2026,2019
5842,1181,Mastercard,Debit,5107765857429090.00,9/21/2026,77,YES,2,"$18,991 ",12/5/2026,2011
1094,1181,Mastercard,Debit,5141288066109640.00,10/24/2026,209,YES,1,"$27,146 ",2/6/2026,2011
32,598,Visa,Debit (Prepaid),4405540956453720.00,10/24/2026,340,YES,2,$32 ,1/2/2026,2009
2040,598,Visa,Debit,4706797634213660.00,4/23/2026,754,YES,2,"$19,103 ",3/2/2026,2011
2361,598,Visa,Credit,4497075414603380.00,10/21/2026,609,YES,2,"$11,400 ",3/16/2026,2016
5038,990,Visa,Debit (Prepaid),4573104032868370.00,10/23/2026,912,YES,1,$75 ,10/5/2026,2007
2267,1777,Visa,Credit,4287715741686220.00,12/20/2026,945,YES,1,"$12,700 ",3/10/2026,2020
5014,1777,Mastercard,Debit (Prepaid),5863932577604190.00,5/23/2026,815,YES,1,$61 ,10/4/2026,2012
1207,1777,Discover,Credit,6890958566283010.00,8/18/2026,17,YES,2,"$24,400 ",2/10/2026,2011
4557,1777,Mastercard,Debit,5523521756936710.00,2/23/2026,646,YES,2,"$32,895 ",9/4/2026,2005
1057,1777,Mastercard,Credit,5283200338474520.00,9/6/2026,183,YES,1,"$14,300 ",2/5/2026,2010
702,998,Mastercard,Credit,5867990216480060.00,11/23/2026,890,NO,1,"$9,400 ",1/20/2026,2020
703,998,Mastercard,Debit,5278235755391640.00,1/24/2026,334,YES,1,"$11,364 ",1/20/2026,2020
2917,1872,Visa,Debit,4579828689268310.00,7/23/2026,234,YES,1,"$24,308 ",5/6/2026,2011
5819,1872,Mastercard,Debit,5728624930968570.00,7/11/2026,308,YES,1,"$26,328 ",12/4/2026,2005
2918,1872,Visa,Debit,4168297207560520.00,6/18/2026,37,YES,1,"$21,655 ",5/6/2026,2009
308,1872,Visa,Debit,4656088751958530.00,1/22/2026,257,YES,1,"$23,300 ",1/12/2026,2012
